At. Num,Ion Charge,Ground Shells,Ground Level,Ionization Energy (eV),Uncertainty (eV)
45,+3,[Kr].4d6,5D<4>,(42.0),1.7
45,+4,[Kr].4d5,6S<5/2>,(63.0),1.9
45,+5,[Kr].4d4,5D0,(80.0),2.0
45,+6,[Kr].4d3,4F<3/2>,(97.0),2.0
45,+7,[Kr].4d2,3F<2>,(115.1),2.1
45,+8,[Kr].4d,2D<3/2>,(135.0),2.2
45,+9,[Ar].3d10.4s2.4p6,1S0,[207.51],0.05
45,+10,[Ar].3d10.4s2.4p5,2P*<3/2>,(228.0),2.4
45,+11,[Ar].3d10.4s2.4p4,3P<2>,(252.1),2.5
45,+12,[Ar].3d10.4s2.4p3,4S*<3/2>,(277),3
45,+13,[Ar].3d10.4s2.4p2,3P0,(306),3
45,+14,[Ar].3d10.4s2.4p,2P*<1/2>,[331.58],0.14
45,+15,[Ar].3d10.4s2,1S0,(389.3),0.5
45,+16,[Ar].3d10.4s,2S<1/2>,[415.97],0.14
45,+17,[Ar].3d10,1S0,(739),3
45,+18,[Ar].3d9,2D<5/2>,(794),3
45,+19,[Ar].3d8,3F<4>,(857),4
45,+20,[Ar].3d7,4F<9/2>,(921),4
45,+21,[Ar].3d6,5D<4>,(984),4
45,+22,[Ar].3d5,6S<5/2>,(1061),4
45,+23,[Ar].3d4,5D0,(1131),4
45,+24,[Ar].3d3,4F<3/2>,(1202),4
45,+25,[Ar].3d2,3F<2>,(1274),4
45,+26,[Ar].3d,2D<3/2>,(1344),4
45,+27,[Ne].3s2.3p6,1S0,[1544],5
45,+28,[Ne].3s2.3p5,2P*<3/2>,[1604.9],1.7
45,+29,[Ne].3s2.3p4,3P<2>,[1677.6],2.2
45,+30,[Ne].3s2.3p3,4S*<3/2>,[1763],7
45,+31,[Ne].3s2.3p2,3P0,[1851],4
45,+32,[Ne].3s2.3p,2P*<1/2>,[1903],9
45,+33,[Ne].3s2,1S0,[2063],3
45,+34,[Ne].3s,2S<1/2>,[2129.22],0.07
45,+35,1s2.2s2.2p6,1S0,[5018],3
45,+36,1s2.2s2.2p5,2P*<3/2>,[5203],8
45,+37,1s2.2s2.2p4,3P<2>,[5406],11
45,+38,1s2.2s2.2p3,"(0,3/2)*<3/2>",[5600],40
45,+39,1s2.2s2.2p2,3P0,[5940],7
45,+40,1s2.2s2.2p,2P*<1/2>,[6161],5
45,+41,1s2.2s2,1S0,[6444],6
45,+42,1s2.2s,2S<1/2>,(6623.262),0.020
45,+43,1s2,1S0,(27486.979),0.012
45,+44,1s,2S<1/2>,(28312.031),0.006
46,0,[Kr].4d10,1S0,8.336839,0.000010
46,+1,[Kr].4d9,2D<5/2>,[19.43],0.12
46,+2,[Kr].4d8,3F<4>,[32.93],
46,+3,[Kr].4d7,4F<9/2>,(46.0),1.7
46,+4,[Kr].4d6,5D<4>,(61.0),1.9
46,+5,[Kr].4d5,6S<5/2>,(84.1),2.0
46,+6,[Kr].4d4,5D0,(101.0),2.0
46,+7,[Kr].4d3,4F<3/2>,(120.0),2.1
46,+8,[Kr].4d2,3F<2>,(141.0),2.2
46,+9,[Kr].4d,2D<3/2>,(159.9),2.2
46,+10,[Ar].3d10.4s2.4p6,1S0,[238.57],0.12
46,+11,[Ar].3d10.4s2.4p5,2P*<3/2>,(260.0),2.5
46,+12,[Ar].3d10.4s2.4p4,3P<2>,(286),3
46,+13,[Ar].3d10.4s2.4p3,4S*<3/2>,(311),3
46,+14,[Ar].3d10.4s2.4p2,3P0,(342),3
46,+15,[Ar].3d10.4s2.4p,2P*<1/2>,[369.10],0.15
46,+16,[Ar].3d10.4s2,1S0,(427),3
46,+17,[Ar].3d10.4s,2S<1/2>,[457.50],0.15
46,+18,[Ar].3d10,1S0,(810),3
46,+19,[Ar].3d9,2D<5/2>,(869),4
46,+20,[Ar].3d8,3F<4>,(933),4
46,+21,[Ar].3d7,4F<9/2>,(1000),4
46,+22,[Ar].3d6,5D<4>,(1065),4
46,+23,[Ar].3d5,6S<5/2>,(1145),4
46,+24,[Ar].3d4,5D0,(1218),4
46,+25,[Ar].3d3,4F<3/2>,(1290),4
46,+26,[Ar].3d2,3F<2>,(1366),4
46,+27,[Ar].3d,2D<3/2>,(1438),4
46,+28,[Ne].3s2.3p6,1S0,[1644],5
46,+29,[Ne].3s2.3p5,2P*<3/2>,[1706.2],1.8
46,+30,[Ne].3s2.3p4,3P<2>,[1781.3],2.3
46,+31,[Ne].3s2.3p3,4S*<3/2>,[1869],7
46,+32,[Ne].3s2.3p2,3P0,[1962],4
46,+33,[Ne].3s2.3p,2P*<1/2>,[2016],9
46,+34,[Ne].3s2,1S0,[2181],3
46,+35,[Ne].3s,2S<1/2>,[2248.87],0.07
46,+36,1s2.2s2.2p6,1S0,[5284],3
46,+37,1s2.2s2.2p5,2P*<3/2>,[5475],9
46,+38,1s2.2s2.2p4,3P<2>,[5683],11
46,+39,1s2.2s2.2p3,"(0,3/2)*<3/2>",[5880],40
46,+40,1s2.2s2.2p2,3P0,[6242],7
46,+41,1s2.2s2.2p,2P*<1/2>,[6469],5
46,+42,1s2.2s2,1S0,[6759],6
46,+43,1s2.2s,2S<1/2>,(6943.097),0.022
46,+44,1s2,1S0,(28776.032),0.014
46,+45,1s,2S<1/2>,(29622.678),0.007
47,0,[Kr].4d10.5s,2S<1/2>,7.576234,0.000025
47,+1,[Kr].4d10,1S0,21.4844,0.0009
47,+2,[Kr].4d9,2D<5/2>,[34.8],0.3
47,+3,[Kr].4d8,3F<4>,(49.0),1.7
47,+4,[Kr].4d7,4F<9/2>,(65.0),1.9
47,+5,[Kr].4d6,5D<4>,(82.0),2.0
47,+6,[Kr].4d5,6S<5/2>,(106.0),2.0
47,+7,[Kr].4d4,5D0,(125.0),2.1
47,+8,[Kr].4d3,4F<3/2>,(145.1),2.2
47,+9,[Kr].4d2,3F<2>,(167.0),2.2
47,+10,[Kr].4d,2D<3/2>,(188.0),2.4
47,+11,[Ar].3d10.4s2.4p6,1S0,[271.46],0.12
47,+12,[Ar].3d10.4s2.4p5,2P*<3/2>,(294),3
47,+13,[Ar].3d10.4s2.4p4,3P<2>,(321),3
47,+14,[Ar].3d10.4s2.4p3,4S*<3/2>,(347),3
47,+15,[Ar].3d10.4s2.4p2,3P0,(381),3
47,+16,[Ar].3d10.4s2.4p,2P*<1/2>,[408.43],0.16
47,+17,[Ar].3d10.4s2,1S0,(469),3
47,+18,[Ar].3d10.4s,2S<1/2>,[500.87],0.16
47,+19,[Ar].3d10,1S0,(885),4
47,+20,[Ar].3d9,2D<5/2>,(946),4
47,+21,[Ar].3d8,3F<4>,(1013),4
47,+22,[Ar].3d7,4F<9/2>,(1082),4
47,+23,[Ar].3d6,5D<4>,(1149),4
47,+24,[Ar].3d5,6S<5/2>,(1231),4
47,+25,[Ar].3d4,5D0,(1308),4
47,+26,[Ar].3d3,4F<3/2>,(1382),4
47,+27,[Ar].3d2,3F<2>,(1460),4
47,+28,[Ar].3d,2D<3/2>,(1535),4
47,+29,[Ne].3s2.3p6,1S0,[1747],5
47,+30,[Ne].3s2.3p5,2P*<3/2>,[1810.5],1.9
47,+31,[Ne].3s2.3p4,3P<2>,[1888.0],2.4
47,+32,[Ne].3s2.3p3,4S*<3/2>,[1979],8
47,+33,[Ne].3s2.3p2,3P0,[2077],4
47,+34,[Ne].3s2.3p,2P*<1/2>,[2131],10
47,+35,[Ne].3s2,1S0,[2302],3
47,+36,[Ne].3s,2S<1/2>,[2371.99],0.07
47,+37,1s2.2s2.2p6,1S0,[5558],3
47,+38,1s2.2s2.2p5,2P*<3/2>,[5753],9
47,+39,1s2.2s2.2p4,3P<2>,[5966],12
47,+40,1s2.2s2.2p3,"(0,3/2)*<3/2>",[6170],40
47,+41,1s2.2s2.2p2,3P0,[6551],7
47,+42,1s2.2s2.2p,2P*<1/2>,[6785],5
47,+43,1s2.2s2,1S0,[7082],7
47,+44,1s2.2s,2S<1/2>,(7271.298),0.024
47,+45,1s2,1S0,(30097.314),0.015
47,+46,1s,2S<1/2>,(30965.780),0.007
48,0,[Kr].4d10.5s2,1S0,8.993820,0.000016
48,+1,[Kr].4d10.5s,2S<1/2>,16.908313,0.000012
48,+2,[Kr].4d10,1S0,37.468,0.006
48,+3,[Kr].4d9,2D<5/2>,(51.0),1.7
48,+4,[Kr].4d8,3F<4>,(67.9),1.9
48,+5,[Kr].4d7,4F<9/2>,(87.0),2.0
48,+6,[Kr].4d6,5D<4>,(105.0),2.0
48,+7,[Kr].4d5,6S<5/2>,(130.1),2.1
48,+8,[Kr].4d4,5D0,(150.0),2.2
48,+9,[Kr].4d3,4F<3/2>,(173.0),2.2
48,+10,[Kr].4d2,3F<2>,(195.0),2.4
48,+11,[Kr].4d,2D<3/2>,(218.0),2.5
48,+12,[Ar].3d10.4s2.4p6,1S0,(305),3
48,+13,[Ar].3d10.4s2.4p5,2P*<3/2>,(329),3
48,+14,[Ar].3d10.4s2.4p4,3P<2>,(358),3
48,+15,[Ar].3d10.4s2.4p3,4S*<3/2>,(385),3
48,+16,[Ar].3d10.4s2.4p2,3P0,(421),3
48,+17,[Ar].3d10.4s2.4p,2P*<1/2>,[452.6],0.3
48,+18,[Ar].3d10.4s2,1S0,(513),3
48,+19,[Ar].3d10.4s,2S<1/2>,[546.19],0.17
48,+20,[Ar].3d10,1S0,(963),4
48,+21,[Ar].3d9,2D<5/2>,(1026),4
48,+22,[Ar].3d8,3F<4>,(1095),4
48,+23,[Ar].3d7,4F<9/2>,(1167),4
48,+24,[Ar].3d6,5D<4>,(1237),4
48,+25,[Ar].3d5,6S<5/2>,(1320),4
48,+26,[Ar].3d4,5D0,(1401),4
48,+27,[Ar].3d3,4F<3/2>,(1477),4
48,+28,[Ar].3d2,3F<2>,(1558),4
48,+29,[Ar].3d,2D<3/2>,(1635),4
48,+30,[Ne].3s2.3p6,1S0,[1852],5
48,+31,[Ne].3s2.3p5,2P*<3/2>,[1917.9],2.0
48,+32,[Ne].3s2.3p4,3P<2>,[1998],3
48,+33,[Ne].3s2.3p3,4S*<3/2>,[2091],8
48,+34,[Ne].3s2.3p2,3P0,[2195],4
48,+35,[Ne].3s2.3p,2P*<1/2>,[2250],10
48,+36,[Ne].3s2,1S0,[2427],3
48,+37,[Ne].3s,2S<1/2>,[2498.62],0.08
48,+38,1s2.2s2.2p6,1S0,[5839],3
48,+39,1s2.2s2.2p5,2P*<3/2>,[6039],9
48,+40,1s2.2s2.2p4,3P<2>,[6257],12
48,+41,1s2.2s2.2p3,"(0,3/2)*<3/2>",[6460],40
48,+42,1s2.2s2.2p2,3P0,[6869],8
48,+43,1s2.2s2.2p,2P*<1/2>,[7109],5
48,+44,1s2.2s2,1S0,[7414],7
48,+45,1s2.2s,2S<1/2>,(7607.95),0.03
48,+46,1s2,1S0,(31451.070),0.017
48,+47,1s,2S<1/2>,(32341.587),0.009
49,0,[Cd].5p,2P*<1/2>,5.7863558,0.0000005
49,+1,[Kr].4d10.5s2,1S0,18.87041,0.00003
49,+2,[Kr].4d10.5s,2S<1/2>,28.04415,0.00012
49,+3,[Kr].4d10,1S0,55.45,0.04
49,+4,[Kr].4d9,2D<5/2>,[69.3],1.2
49,+5,[Kr].4d8,3F<4>,(90.0),2.0
49,+6,[Kr].4d7,4F<9/2>,(109.0),2.0
49,+7,[Kr].4d6,5D<4>,(130.1),2.1
49,+8,[Kr].4d5,6S<5/2>,(156.0),2.2
49,+9,[Kr].4d4,5D0,(178.0),2.2
49,+10,[Kr].4d3,4F<3/2>,(201.0),2.4
49,+11,[Kr].4d2,3F<2>,(226.0),2.5
49,+12,[Kr].4d,2D<3/2>,(249),3
49,+13,[Ar].3d10.4s2.4p6,1S0,(341),3
49,+14,[Ar].3d10.4s2.4p5,2P*<3/2>,(368),3
49,+15,[Ar].3d10.4s2.4p4,3P<2>,(396),3
49,+16,[Ar].3d10.4s2.4p3,4S*<3/2>,(425),3
49,+17,[Ar].3d10.4s2.4p2,3P0,(462),3
49,+18,[Ar].3d10.4s2.4p,2P*<1/2>,[497.1],0.3
49,+19,[Ar].3d10.4s2,1S0,(560),4
49,+20,[Ar].3d10.4s,2S<1/2>,[593.38],0.20
49,+21,[Ar].3d10,1S0,(1043),4
49,+22,[Ar].3d9,2D<5/2>,(1109),4
49,+23,[Ar].3d8,3F<4>,(1181),4
49,+24,[Ar].3d7,4F<9/2>,(1255),4
49,+25,[Ar].3d6,5D<4>,(1328),4
49,+26,[Ar].3d5,6S<5/2>,(1413),4
49,+27,[Ar].3d4,5D0,(1496),4
49,+28,[Ar].3d3,4F<3/2>,(1575),4
49,+29,[Ar].3d2,3F<2>,(1659),4
49,+30,[Ar].3d,2D<3/2>,(1738),4
49,+31,[Ne].3s2.3p6,1S0,[1961],5
49,+32,[Ne].3s2.3p5,2P*<3/2>,[2028.5],2.1
49,+33,[Ne].3s2.3p4,3P<2>,[2111],3
49,+34,[Ne].3s2.3p3,4S*<3/2>,[2207],8
49,+35,[Ne].3s2.3p2,3P0,[2317],5
49,+36,[Ne].3s2.3p,2P*<1/2>,[2373],11
49,+37,[Ne].3s2,1S0,[2555],3
49,+38,[Ne].3s,2S<1/2>,[2628.77],0.08
49,+39,1s2.2s2.2p6,1S0,[6126],3
49,+40,1s2.2s2.2p5,2P*<3/2>,[6331],10
49,+41,1s2.2s2.2p4,3P<2>,[6554],13
49,+42,1s2.2s2.2p3,"(0,3/2)*<3/2>",[6770],50
49,+43,1s2.2s2.2p2,3P0,[7196],8
49,+44,1s2.2s2.2p,2P*<1/2>,[7442],6
49,+45,1s2.2s2,1S0,[7754],7
49,+46,1s2.2s,2S<1/2>,(7953.14),0.03
49,+47,1s2,1S0,(32837.593),0.019
49,+48,1s,2S<1/2>,(33750.404),0.010
50,0,[Cd].5p2,3P0,7.343918,0.000012
50,+1,[Cd].5p,2P*<1/2>,14.63307,0.00009
